PerUn,Target,Perceiver,TarUn,Dyad,Group,DyUn,EA_mean,BaselineEA,EA100,BaselineEA100,CrrctdEA,CrrctdEAnoneg,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,imp11,imp12,imp13,imp14,imp15,Rapport,imp16,metaimp1,metaimp2,metaimp3,metaimp4,metaimp5,metaimp6,metatra1,metatra2,metatra3,metatra4,metatra5,metatra6,metatra7,metatra8,metatra9,metatra10,metaimp_crit1,metaimp_crit2,metaimp_crit3,metaimp_crit4,metaimp_crit5,metaimp_crit6,metatrait_crit1,metatrait_crit2,metatrait_crit3,metatrait_crit4,metatrait_crit5,metatrait_crit6,metatrait_crit7,metatrait_crit8,metatrait_crit9,metatrait_crit10,QualPres,per_sex,per_age,per_race,per_race_text,per_eng,per_eng_text,per_relat,per_year,per_major,per_health,per_gpa,per_InsecAttC,per_AnxAttC,per_AvoAttC,per_ASMtotC,per_AuthenticityC,per_MaskC,per_NTBc,per_LonelinessC,per_FNEc,per_beqposC,per_beqnegC,per_beqstrC,per_beqtotC,per_erqsupC,per_erqreaC,per_RSEc,per_SATc,per_POWc,per_SIASc,per_SPSc,per_SIAPSc,per_ExtrC,per_AgreeC,per_ConscC,per_NeurotC,per_IntellC,per_OpenC,per_TrustC,tar_sex,tar_age,tar_race,tar_race_text,tar_eng,tar_eng_text,tar_relat,tar_year,tar_major,tar_health,tar_gpa,tar_InsecAttC,tar_AnxAttC,tar_AvoAttC,tar_ASMtotC,tar_AuthenticityC,tar_MaskC,tar_NTBc,tar_LonelinessC,tar_FNEc,tar_beqposC,tar_beqnegC,tar_beqstrC,tar_beqtotC,tar_erqsupC,tar_erqreaC,tar_RSEc,tar_SATc,tar_POWc,tar_SIASc,tar_SPSc,tar_SIAPSc,tar_ExtrC,tar_AgreeC,tar_ConscC,tar_NeurotC,tar_IntellC,tar_OpenC,tar_TrustC
4009,A,D,5009,AD,9,9.03, , , , , , ,5,4,5,3,3,5,5,3,3,5,5,1,5,1,3,3.73333333333333,2,5,5,4,4,1,2,4,4,3,5,4,4,4,5,4,5,5,5,5,5,2,2,4,4,4,6,4,5,3,4,4,4,1,-1,20,5,99,1,99,4,2,Advertising Journalism,1,2.57,-17.7231326666667,-35.6329693333333,-35.5646633333333,-28.7423414615385,19.823922,-26.7751477692308,-20.1190476666667,-18.6749303333333,-46.8731027777778,-15.5510016666667,-7.4043711111111,-49.3624771111111,-25.176837,-18.856838,-27.0146521111111,6.93078300000001,-2.24043666666667,16.3479056666667,-19.7328478888889,-32.02793,-25.8845284444444,-8.17805361904761,-9.460548,-2.51610266666665,-20.9742346666667,-8.05152933333335,12.9227053333333,-4.06602266666665,1,20,2,0,1,0,5,3,0,5,3.4,12.2768673333333,1.86703066666667,-6.39799666666667,3.30894058974359,-12.1205224444444,2.71203171794872,18.2142856666667,19.658403,23.9602305555555,5.28233166666666,37.0400733333333,14.5264117777778,20.6564963333333,-39.6901713333333,-18.6813187777778,-26.4025503333333,-65.57377,-33.6520943333333,8.04492988888889,15.1942922222222,11.6154715555556,-10.559006,-5.29388133333335,9.98389733333335,33.192432,-19.1626404444444,-3.74396133333335,12.600644
4009,B,D,6009,BD,9,9.05, , , , , , ,6,4,6,4,5,6,5,4,5,5,5,2,7,1,1,4.4,2,6,5,4,5,2,2,4,4,3,6,5,5,5,5,3,5,7,7,7,7,1,1,7,7,3,6,7,6,3,6,1,2,1,-1,20,5,99,1,99,4,2,Advertising Journalism,1,2.57,-17.7231326666667,-35.6329693333333,-35.5646633333333,-28.7423414615385,19.823922,-26.7751477692308,-20.1190476666667,-18.6749303333333,-46.8731027777778,-15.5510016666667,-7.4043711111111,-49.3624771111111,-25.176837,-18.856838,-27.0146521111111,6.93078300000001,-2.24043666666667,16.3479056666667,-19.7328478888889,-32.02793,-25.8845284444444,-8.17805361904761,-9.460548,-2.51610266666665,-20.9742346666667,-8.05152933333335,12.9227053333333,-4.06602266666665,1,21,5,0,1,0,2,4,0,1,3.8,-4.38979933333333,-35.6329693333333,-35.5646633333333,-23.6141363333333,10.1016997777778,-37.031558025641,13.2142856666667,-17.0082636666667,-9.37310277777777,9.44899833333335,17.5956288888889,-4.91803266666666,7.11482966666666,-39.6901713333333,14.6520145555555,21.930783,4.42623,14.2645723333333,-25.2884034444444,-23.6945966666667,-24.4956395555556,27.5362320952381,28.039452,18.3172306666667,-25.1409013333333,8.61513733333334,-20.410628,12.600644
4009,C,D,7009,CD,9,9.06, , , , , , ,6,4,6,3,4,7,7,4,3,5,6,1,6,1,1,4.26666666666667,2,5,5,5,4,1,1,4,4,3,6,4,6,5,5,3,4,6,7,6,7,3,2,7,4,2,4,7,6,3,7,4,4,1,-1,20,5,99,1,99,4,2,Advertising Journalism,1,2.57,-17.7231326666667,-35.6329693333333,-35.5646633333333,-28.7423414615385,19.823922,-26.7751477692308,-20.1190476666667,-18.6749303333333,-46.8731027777778,-15.5510016666667,-7.4043711111111,-49.3624771111111,-25.176837,-18.856838,-27.0146521111111,6.93078300000001,-2.24043666666667,16.3479056666667,-19.7328478888889,-32.02793,-25.8845284444444,-8.17805361904761,-9.460548,-2.51610266666665,-20.9742346666667,-8.05152933333335,12.9227053333333,-4.06602266666665,-1,21,2,0,2,0,5,2,0,2, ,-4.38979933333333,18.5336973333333,-23.0646633333333,-3.10131582051282,17.0461442222222,6.55818556410257,-11.7857143333333,-8.67493033333333,-10.7619916666667,-7.21766833333334,20.3734066666667,-10.4735882222222,1.90649633333334,-18.856838,.763125666666653,3.59744966666668,-2.24043666666667,8.01457233333334,-22.5106256666667,-9.80570777777778,-16.1623062222222,-15.3209107619048,-1.12721466666666,-23.349436,8.192432,3.05958177777778,21.2560386666667,-4.06602266666665
4010,A,D,5010,AD,10,10.03, , , , , , ,5,5,3,3,3,5,3,4,3,2,5,3,6,2,3,3.66666666666667,3,5,3,3,4,3,5,6,6,6,2,6,6,6,6,2,6,3,3,2,2,2,5,5,4,6,3,5,6,3,4,3,6,1,1,18,2,99,2,13 years,5,1,Undeclared,2,3.7,-17.7231326666667,-6.46630266666667,-39.73133,-21.0500337692308,17.0461442222222,-35.7495067435897,-15.1190476666667,-10.341597,-52.4286583333333,-3.05100166666665,20.3734066666667,6.19307844444446,9.198163,-43.856838,-15.903541,3.59744966666668,1.09289666666666,-23.2354276666667,-30.843959,-32.02793,-31.440084,-31.9875774285714,19.7061186666667,-10.849436,-12.6409013333333,-2.49597377777779,-37.0772946666667,4.26731066666666,1,19,5,0,1,0,5,2,0,3,3.4,5.61020066666666,18.5336973333333,-2.23133,7.15509443589744,-3.78718911111111,-22.9289939230769,6.547619,16.3250696666667,-28.8175472222222,5.28233166666666,25.9289622222222,17.3041895555555,17.5314963333333,-39.6901713333333,-13.1257632222222,1.93078300000001,-8.90710333333333,-4.48542766666667,-19.7328478888889,-18.1390411111111,-18.940084,1.34575590476191,-21.960548,1.650564,16.5257653333333,3.05958177777778,4.589372,-12.399356
4010,B,D,6010,BD,10,10.05, , , , , , ,7,6,7,6,6,6,7,4,6,6,5,1,6,1,1,5,3,6,6,6,4,1,1,6,6,6,2,6,6,5,5,2,2,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,18,2,99,2,13 years,5,1,Undeclared,2,3.7,-17.7231326666667,-6.46630266666667,-39.73133,-21.0500337692308,17.0461442222222,-35.7495067435897,-15.1190476666667,-10.341597,-52.4286583333333,-3.05100166666665,20.3734066666667,6.19307844444446,9.198163,-43.856838,-15.903541,3.59744966666668,1.09289666666666,-23.2354276666667,-30.843959,-32.02793,-31.440084,-31.9875774285714,19.7061186666667,-10.849436,-12.6409013333333,-2.49597377777779,-37.0772946666667,4.26731066666666,1,18,5,0,1,0,3,1,0,2,3.6,12.2768673333333,1.86703066666667,-6.39799666666667,3.30894058974359,-2.39830022222222,-10.1084811025641,-15.1190476666667,-13.6749303333333,-23.2619916666667,-40.5510016666667,3.70674,-29.9180326666667,-19.9685036666667,-10.5235046666667,-32.5702076666667,-18.069217,-32.2404366666667,-12.818761,2.48937433333333,1.30540333333333,1.89324933333333,18.0124225714286,15.539452,-10.849436,-25.1409013333333,3.05958177777778,4.589372,12.600644
4010,C,D,7010,CD,10,10.06, , , , , , ,6,6,6,6,6,6,6,4,6,5,4,2,5,2,1,4.73333333333333,3,6,6,6,4,2,2,6,6,6,5,6,6,4,6,3,3,6,6,4,4,1,2,6,6,6,3,6,4,2,4,2,4,1,1,18,2,99,2,13 years,5,1,Undeclared,2,3.7,-17.7231326666667,-6.46630266666667,-39.73133,-21.0500337692308,17.0461442222222,-35.7495067435897,-15.1190476666667,-10.341597,-52.4286583333333,-3.05100166666665,20.3734066666667,6.19307844444446,9.198163,-43.856838,-15.903541,3.59744966666668,1.09289666666666,-23.2354276666667,-30.843959,-32.02793,-31.440084,-31.9875774285714,19.7061186666667,-10.849436,-12.6409013333333,-2.49597377777779,-37.0772946666667,4.26731066666666,1,21,5,0,1,0,5,4,0,3,2.95,8.943534,-2.299636,-6.39799666666667,.74483802564103,17.0461442222222,-16.5187375128205,19.8809523333333,-20.341597,3.12689722222222,-28.0510016666667,3.70674,-41.0291437777778,-21.0101703333333,-10.5235046666667,-7.57020766666667,10.2641163333333,1.09289666666666,8.01457233333334,-19.7328478888889,6.8609588888889,-6.440084,25.1552797142857,-5.29388133333335,-2.51610266666665,-4.307568,-19.1626404444444,12.9227053333333,12.600644
4011,A,D,5011,AD,11,11.03, , , , , , ,5,5,5,3,3,5,5,4,3,4,2,4,5,4,2,3.93333333333333,3,5,5,5,4,4,3,5,4,5,4,5,4,6,6,4,4,4,4,4,1,4,2,4,4,5,3,4,4,4,5,4,3,1,-1,20,5,99,1,99,5,2,undeclared,3,3,15.6102006666667,6.03369733333333,1.93533666666667,8.43714571794872,-21.8427446666667,3.994083,8.21428566666665,26.3250696666667,21.1824527777778,-23.884335,6.48451777777778,-4.91803266666666,-5.38517033333333,6.143162,-13.1257632222222,-19.7358836666667,-65.57377,-16.9854276666667,27.4893743333333,26.3054033333333,26.8932493333333,-22.4637679047619,-26.1272146666667,-15.0161026666667,12.3590986666667,-19.1626404444444,4.589372,-20.7326893333333,-1,28,3,0,2,0,3,3,0,2,3.4,2.27686733333334,-10.6329693333333,-18.8979966666667,-8.22952094871795,.379477555555539,2.71203171794872,-1.78571433333334,9.658403,-6.595325,-11.384335,-10.1821488888889,-21.5846993333333,-14.7601703333333,-14.6901713333333,-7.57020766666667,-9.73588366666666,-52.2404366666667,-2.40209433333334,-22.5106256666667,-7.02793,-14.7734173333333,15.6314701904762,-5.29388133333335,5.81723066666666,4.02576533333333,8.61513733333334,29.589372,-4.06602266666665
4011,B,D,6011,BD,11,11.05, , , , , , ,6,6,6,6,6,6,6,5,5,5,5,1,5,1,1,4.66666666666667,3,5,5,6,5,1,1,5,6,5,5,4,4,4,6,4,3,4,4,3,1,1,2,6,6,6,2,6,4,4,4,2,6,1,-1,20,5,99,1,99,5,2,undeclared,3,3,15.6102006666667,6.03369733333333,1.93533666666667,8.43714571794872,-21.8427446666667,3.994083,8.21428566666665,26.3250696666667,21.1824527777778,-23.884335,6.48451777777778,-4.91803266666666,-5.38517033333333,6.143162,-13.1257632222222,-19.7358836666667,-65.57377,-16.9854276666667,27.4893743333333,26.3054033333333,26.8932493333333,-22.4637679047619,-26.1272146666667,-15.0161026666667,12.3590986666667,-19.1626404444444,4.589372,-20.7326893333333,1,19,5,0,1,0,5,2,0,2,3.55,12.2768673333333,10.200364,10.26867,11.0012482820513,-9.34274466666667,-7.54437853846154,-10.1190476666667,14.658403,.34911944444444,-32.2176683333333,6.48451777777778,-16.0291437777778,-11.6351703333333,18.643162,-13.1257632222222,-3.06921699999999,-2.24043666666667,-10.7354276666667,13.6004854444444,15.1942922222222,14.3932493333333,-5.79710123809524,23.8727853333333,-2.51610266666665,12.3590986666667,-24.718196,-3.74396133333335,-20.7326893333333
4011,C,D,7011,CD,11,11.06, , , , , , ,5,5,5,4,5,5,5,5,5,6,6,4,5,2,4,4.73333333333333,3,6,6,5,6,6,5,5,5,6,6,6,5,4,5,4,4,6,5,6,6,2,2,6,5,5,5,5,6,5,6,3,3,1,-1,20,5,99,1,99,5,2,undeclared,3,3,15.6102006666667,6.03369733333333,1.93533666666667,8.43714571794872,-21.8427446666667,3.994083,8.21428566666665,26.3250696666667,21.1824527777778,-23.884335,6.48451777777778,-4.91803266666666,-5.38517033333333,6.143162,-13.1257632222222,-19.7358836666667,-65.57377,-16.9854276666667,27.4893743333333,26.3054033333333,26.8932493333333,-22.4637679047619,-26.1272146666667,-15.0161026666667,12.3590986666667,-19.1626404444444,4.589372,-20.7326893333333,1,22,5,0,1,0,5,3,0,3,3.2,18.943534,6.03369733333333,-14.73133,4.59099187179488,-1.00941133333335,-7.54437853846154,-15.1190476666667,6.32506966666667,-23.2619916666667,-36.384335,-4.62659333333333,-21.5846993333333,-18.926837,-2.19017133333333,-7.57020766666667,-16.4025503333333,-38.9071033333333,-4.48542766666667,-5.843959,-4.25015222222222,-5.05119511111111,-34.3685298095238,-1.12721466666666,-2.51610266666665,4.02576533333333,-13.6070848888889,-3.74396133333335,-4.06602266666665
4014,A,D,5014,AD,14,14.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,3,4,2,5,5,6,6,3,5,5,3,6,2,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,19,2,0,1,0,5,2,0,2,3.5,12.2768673333333,-6.46630266666667,1.93533666666667,3.30894058974359,19.823922,-15.2366862307692,-21.7857143333333,11.3250696666667,-52.4286583333333,-7.21766833333334,-12.9599266666667,-7.69581044444444,-9.551837,-43.856838,-57.5702076666667,-48.069217,-38.9071033333333,-2.40209433333334,-11.3995145555556,-12.5834855555556,-11.9956395555556,-5.79710123809524,-13.6272146666667,14.150564,-8.47423466666667,8.61513733333334,4.589372,4.26731066666666
4014,B,D,6014,BD,14,14.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,2,6,1,2,6,6,2,3,4,4,4,5,4,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,18,5,0,1,0,5,1,0,2,3.4, , , , , , , , , , , , , , , , , , , , , ,10.8695654285714,-13.6272146666667,1.650564,-4.307568,25.281804,4.589372,-4.06602266666665
4015,A,D,5015,AD,15,15.03, , , , , , ,6,5,5,5,5,6,6,4,5,5,5,2,5,2,2,4.53333333333333,3,5,5,5,4,2,2,6,6,6,5,6,5,3,5,3,3, , , , , , , , , , , , , , , , ,1,-1,18,5,99,1,99,2,1,Pre FHS,3,3.4,-11.056466,-18.9663026666667,-39.73133,-22.3320850512821,21.2128108888889,-35.7495067435897,-15.1190476666667,-13.6749303333333,-17.7064361111111,-15.5510016666667,-21.29326,-54.9180326666667,-32.4685036666667,-10.5235046666667,-15.903541,13.5974496666667,1.09289666666666,12.181239,-30.843959,-32.02793,-31.440084,-1.03519647619047,3.039452,9.98389733333335,-25.1409013333333,-8.05152933333335,-20.410628,12.600644, , , ,0, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4015,B,D,6015,BD,15,15.05, , , , , , ,6,6,6,7,6,6,6,5,6,6,5,2,5,2,2,5.06666666666667,3,6,6,6,4,2,2,6,6,5,6,6,6,3,5,2,4,3,5,3,2,2,2,7,7,4,5,6,6,2,5,2,4,1,-1,18,5,99,1,99,2,1,Pre FHS,3,3.4,-11.056466,-18.9663026666667,-39.73133,-22.3320850512821,21.2128108888889,-35.7495067435897,-15.1190476666667,-13.6749303333333,-17.7064361111111,-15.5510016666667,-21.29326,-54.9180326666667,-32.4685036666667,-10.5235046666667,-15.903541,13.5974496666667,1.09289666666666,12.181239,-30.843959,-32.02793,-31.440084,-1.03519647619047,3.039452,9.98389733333335,-25.1409013333333,-8.05152933333335,-20.410628,12.600644,1,19,5,0,1,0,5,2,0,2,3.36,2.27686733333334,-27.299636,-18.8979966666667,-13.3577260769231,7.323922,-2.41617341025641,3.21428566666667,-7.00826366666667,-3.81754722222222,-19.7176683333333,6.48451777777778,-18.8069215555556,-9.551837,-14.6901713333333,.763125666666653,10.2641163333333,-15.57377,12.181239,-3.06618122222222,-20.9168188888889,-11.9956395555556,22.7743273333333,19.7061186666667,18.3172306666667,-25.1409013333333,14.1706928888889,21.2560386666667,-4.06602266666665
4015,C,D,7015,CD,15,15.06, , , , , , ,5,5,5,5,4,6,5,5,5,3,2,2,2,2,2,3.86666666666667,3,5,4,4,3,2,3,5,5,5,4,5,5,4,6,4,5,4,4,3,2,2,4,4,5,6,2,4,4,4,6,4,5,1,-1,18,5,99,1,99,2,1,Pre FHS,3,3.4,-11.056466,-18.9663026666667,-39.73133,-22.3320850512821,21.2128108888889,-35.7495067435897,-15.1190476666667,-13.6749303333333,-17.7064361111111,-15.5510016666667,-21.29326,-54.9180326666667,-32.4685036666667,-10.5235046666667,-15.903541,13.5974496666667,1.09289666666666,12.181239,-30.843959,-32.02793,-31.440084,-1.03519647619047,3.039452,9.98389733333335,-25.1409013333333,-8.05152933333335,-20.410628,12.600644,1,18,5,0,1,0,5,1,0,3, ,12.2768673333333,14.3670306666667,10.26867,12.2832995641026,-16.2871891111111,16.8145958205128,8.21428566666665,19.658403,7.29356388888889,-28.0510016666667,-7.4043711111111,-16.0291437777778,-15.801837,-6.356838,-15.903541,-21.4025503333333,-22.2404366666667,-19.068761,-8.62173677777778,-9.80570777777778,-9.21786177777778,8.48861304761905,-9.460548,-2.51610266666665,16.5257653333333,-19.1626404444444,-12.0772946666667,-20.7326893333333
4017,A,D,5017,AD,17,17.03, , , , , , ,6,4,6,6,7,7,7,4,6,6,2,1,3,1,1,4.46666666666667,3,6,6,6,4,1,1,6,6,3,5,6,7,6,6,1,2,7,7,7,7,1,1,7,7,5,7,6,6,5,6,1,5,1,1,20,2,99,1,99,5,2,journalism,2,2.8,-4.38979933333333,-2.299636,-27.23133,-10.7936235128205,15.6572553333333,-24.2110452051282,-26.7857143333333,-17.0082636666667,-24.6508805555556,-19.7176683333333,-21.29326,-27.1402548888889,-23.0935036666667,-6.356838,-18.6813187777778,8.59744966666666,-32.2404366666667,-8.65209433333334,-30.843959,-23.6945966666667,-27.2734173333333,1.34575590476191,15.539452,-23.349436,-20.9742346666667,-30.2737515555556,-12.0772946666667,12.600644,1,21,2,0,1,0,5,4,0,2,3.9,12.2768673333333,-27.299636,-35.5646633333333,-14.6397773589744,14.2683664444445,-17.8007887948718,-8.452381,-17.0082636666667,-9.37310277777777,-19.7176683333333,-7.4043711111111,-16.0291437777778,-13.7185036666667,-23.0235046666667,-7.57020766666667,20.2641163333333,-28.9071033333333,8.01457233333334,-5.843959,-18.1390411111111,-11.9956395555556,-3.41614885714286,15.539452,18.3172306666667,-4.307568,8.61513733333334,12.9227053333333,-4.06602266666665
4022,A,D,5022,AD,22,22.03, , , , , , ,5,5,5,5,5,6,6,5,4,5,6,3,5,3,2,4.66666666666667,3,5,5,5,4,3,2,5,5,1,6,6,5,3,2,2,5,6,6,6,6,2,2,5,4,4,4,6,6,2,2,2,5,1,1,20,5,99,1,99,2,3,psychology,2,3.2,-1.056466,-23.1329693333333,-23.0646633333333,-14.6397773589744,1.76836644444445,-13.9546349487179,-8.452381,-8.67493033333333,-31.595325,-7.21766833333334,-1.84881555555555,-4.91803266666666,-4.34350366666666,-18.856838,-24.2368743333333,10.2641163333333,-15.57377,3.84790566666666,-22.5106256666667,-23.6945966666667,-23.1067506666667,22.7743273333333,-5.29388133333335,9.98389733333335,12.3590986666667,3.05958177777778,12.9227053333333,12.600644,1,19,1,0,1,0,5,2,0,3,3.6, , , , , , , , , , , , , , , , , , , , , ,1.34575590476191,-38.6272146666667,-2.51610266666665,12.3590986666667,14.1706928888889,21.2560386666667,-12.399356
4022,B,D,6022,BD,22,22.05, , , , , , ,5,3,6,3,3,5,5,2,2,3,1,2,5,6,2,3.53333333333333,3,5,5,3,4,3,2,5,5,2,5,6,6,3,3,2,3,6,5,4,5,4,2,6,4,5,5,6,5,5,4,4,4,1,1,20,5,99,1,99,2,3,psychology,2,3.2,-1.056466,-23.1329693333333,-23.0646633333333,-14.6397773589744,1.76836644444445,-13.9546349487179,-8.452381,-8.67493033333333,-31.595325,-7.21766833333334,-1.84881555555555,-4.91803266666666,-4.34350366666666,-18.856838,-24.2368743333333,10.2641163333333,-15.57377,3.84790566666666,-22.5106256666667,-23.6945966666667,-23.1067506666667,22.7743273333333,-5.29388133333335,9.98389733333335,12.3590986666667,3.05958177777778,12.9227053333333,12.600644,-1,35,1,0,1,0,5,4,0,1,2.5,32.2768673333333,-23.1329693333333,39.4353366666667,17.4115046923077,-17.676078,18.0966471025641,-6.78571433333333,34.658403,10.0713416666667,-23.884335,-7.4043711111111,3.41530066666666,-7.46850366666666,-6.356838,-15.903541,-9.73588366666666,-22.2404366666667,-4.48542766666667,-.288403444444448,26.3054033333333,13.0043604444444,-5.79710123809524,-26.1272146666667,-2.51610266666665,-.140901333333332,-2.49597377777779,29.589372,-12.399356
4022,C,D,7022,CD,22,22.06, , , , , , ,7,5,6,6,5,6,6,5,6,6,3,3,5,4,1,4.93333333333333,3,6,6,6,4,4,2,6,6,2,7,6,4,5,5,2,2,6,6,6,6,2,1,4,6,3,6,6,5,3,4,3,3,1,1,20,5,99,1,99,2,3,psychology,2,3.2,-1.056466,-23.1329693333333,-23.0646633333333,-14.6397773589744,1.76836644444445,-13.9546349487179,-8.452381,-8.67493033333333,-31.595325,-7.21766833333334,-1.84881555555555,-4.91803266666666,-4.34350366666666,-18.856838,-24.2368743333333,10.2641163333333,-15.57377,3.84790566666666,-22.5106256666667,-23.6945966666667,-23.1067506666667,22.7743273333333,-5.29388133333335,9.98389733333335,12.3590986666667,3.05958177777778,12.9227053333333,12.600644,1,22,2,0,2,0,3,4,0,2,3.1,-11.056466,-18.9663026666667,-27.23133,-18.4859312051282,.379477555555539,-38.3136093076923,-8.452381,12.5750696666667,-56.595325,-23.884335,3.70674,-13.251366,-9.551837,-39.6901713333333,-43.6813187777778,-18.069217,-22.2404366666667,1.76457233333334,-30.843959,-32.02793,-31.440084,8.48861304761905,-9.460548,-2.51610266666665,16.5257653333333,-19.1626404444444,-12.0772946666667,-4.06602266666665
4097,A,D,5097,AD,97,97.03, , , , , , ,7,4,6,4,4,7,7,4,3,6,5,1,6,1,1,4.4,3,6,5,4,4,1,1,6,6,6,5,6,6,1,1,1,4,5,4,4,6,1,1,4,4,4,6,4,4,4,5,4,4,0,1,19,3,99,1,99,3,1,Dental Hygiene,2,2.1, , , , , , , , , , , , , , , , , , , , , ,-20.0828155238095,11.3727853333333,26.650564,12.3590986666667,-24.718196,-3.74396133333335,12.600644,-1,30,1,0,1,0,4,3,0,1,2.7,8.943534,-23.1329693333333,-23.0646633333333,-10.7936235128205,22.6016997777778,-28.057199051282,-38.452381,-8.67493033333333,-49.6508805555556,-7.21766833333334,-10.1821488888889,-24.3624771111111,-14.7601703333333,-39.6901713333333,17.4297923333333,23.5974496666667,4.42623,5.931239,-30.843959,-32.02793,-31.440084,27.5362320952381,15.539452,14.150564,-41.807568,8.61513733333334,-3.74396133333335,4.26731066666666
1026,C,A,7026,AC,26,26.02,0,.222222222222222,0,22.2222222222222,-22.2222222222222,0,6,7,5,4,4,6,7,4,5,5,6,2,5,1,2,4.6,3,6,6,4,5,6,3,5,6,5,6,6,6,2,7,1,2,3,2,1,1,2,4,2,2,5,2,3,3,6,5,4,3,1,-1,22,5,99,1,99,5,3,pre-business,2,3.2,12.2768673333333,10.200364,-18.8979966666667,2.02688930769231,-3.78718911111111,-17.8007887948718,3.21428566666667,9.658403,-21.8731027777778,-15.5510016666667,-12.9599266666667,-35.4735882222222,-22.051837,-27.1901713333333,-29.7924298888889,15.2641163333333,-18.9071033333333,3.84790566666666,-14.1772923333333,-18.1390411111111,-16.1623062222222,-10.559006,-5.29388133333335,18.3172306666667,-20.9742346666667,8.61513733333334,-20.410628,12.600644,1,31,5,0,1,0,5,6,0,3,4.21,-4.38979933333333,-10.6329693333333,-27.23133,-13.3577260769231,18.4350331111111,-34.4674554615385,-18.452381,-15.341597,-34.3731027777778,1.11566500000001,23.1511844444445,6.19307844444446,11.2814963333333,-39.6901713333333,-2.01465211111111,13.5974496666667,-2.24043666666667,-8.65209433333334,-14.1772923333333,-12.5834855555556,-13.3845284444444,-3.41614885714286,15.539452,22.4838973333333,-4.307568,3.05958177777778,-20.410628,12.600644
4107,B,D,6107,BD,107,107.05,.05,.25,5,25,-20,0,7,6,7,6,6,7,7,4,6,6,2,1,1,1,1,4.53333333333333,3,6,6,6,4,1,1,6,6,3,7,7,6,2,5,2,5,6,6,4,5,2,2,4,4,5,6,6,5,5,4,3,4,1,1,20,5,99,1,99,5,2,Journalism,1,3.5,-11.056466,-14.799636,-18.8979966666667,-14.6397773589744,7.323922,-25.4930964871795,21.547619,-13.6749303333333,-1.03976944444445,5.28233166666666,23.1511844444445,.637522888888896,10.2398296666667,-39.6901713333333,-7.57020766666667,.264116333333334,11.0928966666667,-.318761000000002,-19.7328478888889,-26.4723744444444,-23.1067506666667,15.6314701904762,28.039452,-6.68276933333334,8.192432,3.05958177777778,29.589372,12.600644,1,20,5,0,1,0,5,3,0,2,3.67,2.27686733333334,-23.1329693333333,-6.39799666666667,-8.22952094871795,10.1016997777778,-37.031558025641,-16.7857143333333,-17.0082636666667,-26.0397694444444,-11.384335,6.48451777777778,6.19307844444446,1.90649633333334,-31.356838,.763125666666653,15.2641163333333,11.0928966666667,16.3479056666667,-25.2884034444444,-20.9168188888889,-23.1067506666667,18.0124225714286,7.20611866666665,1.650564,-20.9742346666667,8.61513733333334,12.9227053333333,4.26731066666666
4031,B,D,6031,BD,31,31.05,.0533333333333333,.222222222222222,5.33333333333333,22.2222222222222,-16.8888888888889,0,3,3,3,2,2,6,6,2,2,2,2,2,2,2,2,2.73333333333333,2,5,5,2,5,2,1,6,2,3,6,6,5,6,6,2,5,6,6,5,4,2,2,5,5,4,5,5,5,2,5,3,3,1,-1,18,5,99,1,99,5,1,Pre-Business,2,3.65,5.61020066666666,-6.46630266666667,-6.39799666666667,-.886863606060601,8.71281088888888,-15.2366862307692,-16.7857143333333,6.32506966666667,-19.095325,-32.2176683333333,-10.1821488888889,-43.8069215555555,-28.301837,-2.19017133333333,-29.7924298888889,3.59744966666668,-8.90710333333333,-8.65209433333334,-30.843959,-32.02793,-31.440084,-10.559006,19.7061186666667,-6.68276933333334,-20.9742346666667,8.61513733333334,-12.0772946666667,-4.06602266666665,1,20,5,0,1,0,5,2,0,4,3.75,18.943534,-18.9663026666667,-6.39799666666667,-.537213256410254,1.76836644444445,9.12228812820513,6.547619,16.3250696666667,5.904675,-36.384335,-15.7377044444444,-13.251366,-19.9685036666667,-6.356838,-54.7924298888889,-18.069217,-58.9071033333333,-6.568761,24.7115965555556,34.6387366666667,29.6710271111111,-46.2732917142857,-5.29388133333335,-2.51610266666665,41.5257653333333,8.61513733333334,-3.74396133333335,-4.06602266666665
