PerUn,Target,Perceiver,TarUn,Dyad,Group,DyUn,EA_mean,BaselineEA,EA100,BaselineEA100,CrrctdEA,CrrctdEAnoneg,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,imp11,imp12,imp13,imp14,imp15,Rapport,imp16,metaimp1,metaimp2,metaimp3,metaimp4,metaimp5,metaimp6,metatra1,metatra2,metatra3,metatra4,metatra5,metatra6,metatra7,metatra8,metatra9,metatra10,metaimp_crit1,metaimp_crit2,metaimp_crit3,metaimp_crit4,metaimp_crit5,metaimp_crit6,metatrait_crit1,metatrait_crit2,metatrait_crit3,metatrait_crit4,metatrait_crit5,metatrait_crit6,metatrait_crit7,metatrait_crit8,metatrait_crit9,metatrait_crit10,QualPres,per_sex,per_age,per_race,per_race_text,per_eng,per_eng_text,per_relat,per_year,per_major,per_health,per_gpa,per_InsecAttC,per_AnxAttC,per_AvoAttC,per_ASMtotC,per_AuthenticityC,per_MaskC,per_NTBc,per_LonelinessC,per_FNEc,per_beqposC,per_beqnegC,per_beqstrC,per_beqtotC,per_erqsupC,per_erqreaC,per_RSEc,per_SATc,per_POWc,per_SIASc,per_SPSc,per_SIAPSc,per_ExtrC,per_AgreeC,per_ConscC,per_NeurotC,per_IntellC,per_OpenC,per_TrustC,tar_sex,tar_age,tar_race,tar_race_text,tar_eng,tar_eng_text,tar_relat,tar_year,tar_major,tar_health,tar_gpa,tar_InsecAttC,tar_AnxAttC,tar_AvoAttC,tar_ASMtotC,tar_AuthenticityC,tar_MaskC,tar_NTBc,tar_LonelinessC,tar_FNEc,tar_beqposC,tar_beqnegC,tar_beqstrC,tar_beqtotC,tar_erqsupC,tar_erqreaC,tar_RSEc,tar_SATc,tar_POWc,tar_SIASc,tar_SPSc,tar_SIAPSc,tar_ExtrC,tar_AgreeC,tar_ConscC,tar_NeurotC,tar_IntellC,tar_OpenC,tar_TrustC
2032,D,B,8032,BD,32,32.05,.226666666666667,0,22.6666666666667,0,22.6666666666667,22.6666666666667,6,5,6,6,5,6,6,6,5,4,4,4,5,3,2,4.86666666666667,2,5,5,5,5,4,4,5,6,6,5,6,4,4,3,1,6,5,5,4,4,2,3,5,5,3,6,6,5,4,4,2,5,1,1,22,1,99,1,99,3,4,Human Physiology,2,3.1,48.943534,18.5336973333333,35.26867,35.3602226410256,-30.176078,-8.82642982051281,19.8809523333333,31.3250696666667,18.404675,-23.884335,9.26229555555556,8.97085622222222,.864829666666665,-27.1901713333333,-35.3479854444444,-21.4025503333333,-22.2404366666667,-21.1520943333333,10.8227076666667,31.8609588888889,21.3376937777778,-31.9875774285714,-13.6272146666667,14.150564,41.5257653333333,3.05958177777778,4.589372,12.600644,-1,19,5,0,1,0,3,1,0,1,3.65,15.6102006666667,1.86703066666667,-6.39799666666667,4.59099187179488,-3.78718911111111,10.4043394102564,-1.78571433333334,12.9917363333333,7.29356388888889,-19.7176683333333,-21.29326,-38.251366,-27.2601703333333,-2.19017133333333,.763125666666653,1.93078300000001,-28.9071033333333,-19.068761,16.3782632222222,-7.02793,4.67102711111111,-20.0828155238095,-1.12721466666666,5.81723066666666,-4.307568,8.61513733333334,4.589372,-12.399356
3029,D,C,8029,CD,29,29.06,.226666666666667,0,22.6666666666667,0,22.6666666666667,22.6666666666667,6,6,5,4,4,6,7,5,3,4,5,1,4,2,1,4.2,3,5,5,4,4,2,2,5,3,2,6,4,6,4,6,4,5,6,6,5,6,1,2,6,7,3,5,6,6,2,6,1,2,1,1,38,5,99,1,99,1,4,psychology,1,3.5,-17.7231326666667,-27.299636,-39.73133,-27.4602901794872,26.7683664444445,-25.4930964871795,-41.7857143333333,-15.341597,-53.8175472222222,1.11566500000001,-4.62659333333333,-13.251366,-6.426837,-43.856838,-7.57020766666667,21.930783,14.42623,18.431239,-28.0661812222222,-26.4723744444444,-27.2734173333333,-3.41614885714286,19.7061186666667,18.3172306666667,-12.6409013333333,3.05958177777778,4.589372,12.600644,1,18,5,0,1,0,3,1,0,2,3.7,-7.72313266666667,-35.6329693333333,-39.73133,-26.1782388974359,21.2128108888889,-29.3392503333333,-16.7857143333333,-13.6749303333333,-55.2064361111111,-23.884335,-7.4043711111111,-35.4735882222222,-22.051837,-23.0235046666667,-35.3479854444444,13.5974496666667,-18.9071033333333,-2.40209433333334,-25.2884034444444,-32.02793,-28.6623062222222,-34.3685298095238,15.539452,26.650564,8.192432,3.05958177777778,-3.74396133333335,12.600644
4025,A,D,5025,AD,25,25.03,.226666666666667,0,22.6666666666667,0,22.6666666666667,22.6666666666667,6,6,6,5,5,5,5,4,4,4,5,4,4,2,2,4.46666666666667,3,5,5,4,4,5,3,3,4,5,4,5,4,5,5,2,3,3,2,2,3,1,6,6,6,7,1,5,5,3,6,2,1,1,-1,19,3,99,1,99,5,2,undeclared,3,2.5,5.61020066666666,-10.6329693333333,-23.0646633333333,-8.22952094871795,-1.00941133333335,-8.82642982051281,-18.452381,-.341597,-39.9286583333333,-28.0510016666667,-15.7377044444444,-38.251366,-27.2601703333333,6.143162,-7.57020766666667,1.93078300000001,-18.9071033333333,-12.818761,-3.06618122222222,-15.3612633333333,-9.21786177777778,-27.2256726666667,7.20611866666665,-6.68276933333334,-20.9742346666667,-8.05152933333335,-3.74396133333335,4.26731066666666,1,20,5,0,1,0,5,2,0,2,2.65, , , , , , , , , , , , , , , , , , , , , ,-8.17805361904761,19.7061186666667,-19.1827693333333,33.192432,8.61513733333334,21.2560386666667,12.600644
4036,B,D,6036,BD,36,36.05,.226666666666667,0,22.6666666666667,0,22.6666666666667,22.6666666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,2,1,1,7,7,7,3,7,7,1,6,1,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,20,5,0,1,0,3,2,0,1,3.95,22.2768673333333,-27.299636,31.1020033333333,9.719197,10.1016997777778,-17.8007887948718,-23.452381,-15.341597,-34.3731027777778,-23.884335,-7.4043711111111,-18.8069215555556,-15.801837,14.4764953333333,-15.903541,-1.40255033333334,1.09289666666666,5.931239,-16.9550701111111,-15.3612633333333,-16.1623062222222,-3.41614885714286,11.3727853333333,22.4838973333333,16.5257653333333,19.7262484444445,21.2560386666667,12.600644
3098,D,C,8098,CD,98,98.06,.283333333333333,.0555555555555556,28.3333333333333,5.55555555555556,22.7777777777778,22.7777777777778,6,5,6,6,5,5,5,5,4,4,5,2,3,2,3,4.4,2,6,5,4,4,2,2,6,5,4,6,6,6,4,5,2,4,6,5,6,6,1,1,4,3,2,6,5,4,4,5,2,3,1,1,23,5,99,1,99,3,4,psychology,2,3.4,2.27686733333334,-27.299636,-14.73133,-12.0756747948718,25.3794775555555,-40.8777118717949,-23.452381,-12.0082636666667,-52.4286583333333,1.11566500000001,23.1511844444445,-4.91803266666666,7.11482966666666,-43.856838,-29.7924298888889,-6.40255033333332,-18.9071033333333,-2.40209433333334,-30.843959,-26.4723744444444,-28.6623062222222,-1.03519647619047,11.3727853333333,1.650564,-.140901333333332,8.61513733333334,-12.0772946666667,12.600644,1,22,5,0,1,0,2,3,0,2,2, , , , , , , , , , , , , , , , , , , , , ,-24.8447202857143,-1.12721466666666,-10.849436,16.5257653333333,8.61513733333334,4.589372,4.26731066666666
4105,B,D,6105,BD,105,105.05,.233333333333333,0,23.3333333333333,0,23.3333333333333,23.3333333333333,5,4,5,3,3,5,6,1,5,5,5,4,5,3,2,4.06666666666667,3,5,6,5,2,2,2,6,6,5,6,7,6,6,6,2,6,5,5,4,4,2,3,6,6,6,5,6,6,5,5,2,5,1,-1,21,5,99,1,99,2,3,psychology,2,3,8.943534,10.200364,1.93533666666667,7.15509443589744,-13.5094113333333,9.12228812820513,-5.11904766666667,17.9917363333333,-5.20643611111111,-32.2176683333333,-1.84881555555555,-7.69581044444444,-11.6351703333333,6.143162,-13.1257632222222,-29.7358836666667,1.09289666666666,-6.568761,-.288403444444448,17.97207,8.83769377777777,13.2505178095238,3.039452,-6.68276933333334,-8.47423466666667,-8.05152933333335,12.9227053333333,-4.06602266666665,-1,21,5,0,1,0,3,3,0,3,3.14, , , , , , , , , , , , , , , , , , , , , ,-3.41614885714286,-1.12721466666666,-10.849436,-4.307568,-2.49597377777779,4.589372,-4.06602266666665
3098,A,C,5098,AC,98,98.02,.4,.166666666666667,40,16.6666666666667,23.3333333333333,23.3333333333333,6,5,6,5,5,7,5,6,5,5,5,2,3,2,1,4.53333333333333,2,5,5,5,4,2,2,4,6,2,6,6,4,4,6,2,4,7,6,6,1,2,2,6,6,2,6,5,6,2,4,2,2,1,1,23,5,99,1,99,3,4,psychology,2,3.4,2.27686733333334,-27.299636,-14.73133,-12.0756747948718,25.3794775555555,-40.8777118717949,-23.452381,-12.0082636666667,-52.4286583333333,1.11566500000001,23.1511844444445,-4.91803266666666,7.11482966666666,-43.856838,-29.7924298888889,-6.40255033333332,-18.9071033333333,-2.40209433333334,-30.843959,-26.4723744444444,-28.6623062222222,-1.03519647619047,11.3727853333333,1.650564,-.140901333333332,8.61513733333334,-12.0772946666667,12.600644,1,18,5,0,1,0,5,1,0,3,2.88,-1.056466,-14.799636,-39.73133,-17.2038799230769,21.2128108888889,-37.031558025641,-21.7857143333333,-18.6749303333333,-53.8175472222222,-28.0510016666667,-1.84881555555555,-38.251366,-22.051837,-31.356838,-13.1257632222222,15.2641163333333,-5.57377,8.01457233333334,-22.5106256666667,-32.02793,-27.2734173333333,1.34575590476191,11.3727853333333,5.81723066666666,-.140901333333332,3.05958177777778,-12.0772946666667,4.26731066666666
2060,C,B,7060,BC,60,60.04,.293333333333333,.0555555555555556,29.3333333333333,5.55555555555556,23.7777777777778,23.7777777777778,6,6,7,6,5,6,6,6,4,5,6,3,5,2,2,5,3,6,6,5,5,2,2,6,6,4,6,6,5,2,5,2,2,6,6,5,6,1,1,7,6,5,5,7,6,1,5,2,4,1,1,18,5,99,1,99,5,1,Business,1,3.5,-21.056466,-2.299636,-18.8979966666667,-14.6397773589744,10.1016997777778,-24.2110452051282,-15.1190476666667,-13.6749303333333,-55.2064361111111,-28.0510016666667,12.0400733333333,-27.1402548888889,-12.676837,-18.856838,-38.1257632222222,15.2641163333333,11.0928966666667,1.76457233333334,-30.843959,-32.02793,-31.440084,-1.03519647619047,-9.460548,1.650564,-16.807568,8.61513733333334,-12.0772946666667,4.26731066666666,1,19,5,0,1,0,3,1,0,2,3.83,-4.38979933333333,-14.799636,-10.5646633333333,-9.51157223076923,10.1016997777778,-13.9546349487179,-18.452381,-13.6749303333333,-38.5397694444444,-7.21766833333334,-10.1821488888889,-46.5846993333333,-23.0935036666667,-27.1901713333333,-21.4590965555556,-4.73588366666667,4.42623,3.84790566666666,-25.2884034444444,-26.4723744444444,-25.8845284444444,6.10766066666666,15.539452,9.98389733333335,-8.47423466666667,8.61513733333334,12.9227053333333,-4.06602266666665
3081,D,C,8081,CD,81,81.06,.293333333333333,.0555555555555556,29.3333333333333,5.55555555555556,23.7777777777778,23.7777777777778,6,5,7,7,7,6,6,4,5,4,3,2,3,1,1,4.46666666666667,2,4,4,4,4,3,3,4,5,2,6,6,5,3,6,4,3,6,6,6,5,2,2,7,6,5,5,6,5,2,5,2,3,1,1,20,5,99,1,99,5,3,psychology,2,2.6,18.943534,-2.299636,1.93533666666667,7.15509443589744,5.93503311111111,-2.41617341025641,6.547619,31.3250696666667,-2.42865833333334,-19.7176683333333,.928962222222232,.637522888888896,-4.34350366666666,6.143162,-40.903541,-16.4025503333333,-58.9071033333333,-31.568761,-11.3995145555556,17.97207,3.28213822222223,-29.606625047619,3.039452,1.650564,24.8590986666667,-24.718196,4.589372,-4.06602266666665,1,18,5,0,1,0,5,1,0,2,3,-7.72313266666667,-6.46630266666667,-14.73133,-9.51157223076923,-1.00941133333335,-22.9289939230769,-10.1190476666667,-17.0082636666667,-13.5397694444444,-11.384335,17.5956288888889,-41.0291437777778,-11.6351703333333,-10.5235046666667,-2.01465211111111,20.2641163333333,4.42623,-2.40209433333334,-5.843959,1.30540333333333,-2.27341733333333,-15.3209107619048,15.539452,9.98389733333335,-20.9742346666667,3.05958177777778,-37.0772946666667,4.26731066666666
1028,B,A,6028,AB,28,28.01,.266666666666667,.0277777777777778,26.6666666666667,2.77777777777778,23.8888888888889,23.8888888888889,6,6,7,5,2,6,6,1,4,4,5,1,3,1,5,4.13333333333333,2,6,3,4,4,5,3,6,6,3,6,6,6,5,4,1,5,6,6,6,6,1,1,6,5,5,5,6,7,4,5,3,5,1,1,18.5,6,white,1,99,5,1,undeclared,1,2.33,22.2768673333333,14.3670306666667,39.4353366666667,25.1038123846154,23.9905886666667,-13.9546349487179,-20.1190476666667,34.658403,-17.7064361111111,-32.2176683333333,-24.0710377777778,-29.9180326666667,-28.301837,1.97649533333333,-29.7924298888889,16.930783,-25.57377,-.318761000000002,-19.7328478888889,20.7498477777778,.504360444444448,13.2505178095238,-1.12721466666666,5.81723066666666,24.8590986666667,14.1706928888889,21.2560386666667,12.600644,1,20,2,0,2,0,5,3,0,2,4.1,5.61020066666666,-35.6329693333333,-39.73133,-21.0500337692308,10.1016997777778,-6.26232725641025,1.547619,-8.67493033333333,3.12689722222222,-32.2176683333333,-4.62659333333333,8.97085622222222,-6.426837,6.143162,-29.7924298888889,8.59744966666666,1.09289666666666,16.3479056666667,-8.62173677777778,-18.1390411111111,-13.3845284444444,-20.0828155238095,-5.29388133333335,5.81723066666666,29.0257653333333,-19.1626404444444,-28.7439613333333,12.600644
2017,D,B,8017,BD,17,17.05,.266666666666667,.0277777777777778,26.6666666666667,2.77777777777778,23.8888888888889,23.8888888888889,6,5,6,6,5,6,7,6,5,4,2,2,3,3,1,4.46666666666667,2,5,5,5,5,2,2,6,3,2,6,6,5,3,3,3,3,7,7,7,5,1,1,6,6,2,7,6,5,2,6,2,3,1,-1,25,5,99,2,17 years,5,2,Business,1,2.7,-4.38979933333333,14.3670306666667,-18.8979966666667,-3.10131582051282,.379477555555539,-15.2366862307692,3.21428566666667,12.9917363333333,-14.9286583333333,9.44899833333335,3.70674,3.41530066666666,5.03149633333334,-14.6901713333333,-15.903541,-9.73588366666666,-38.9071033333333,5.931239,-30.843959,-20.9168188888889,-25.8845284444444,27.5362320952381,7.20611866666665,-10.849436,16.5257653333333,-2.49597377777779,21.2560386666667,4.26731066666666,1,20,2,0,1,0,5,2,0,2,2.8,-4.38979933333333,-2.299636,-27.23133,-10.7936235128205,15.6572553333333,-24.2110452051282,-26.7857143333333,-17.0082636666667,-24.6508805555556,-19.7176683333333,-21.29326,-27.1402548888889,-23.0935036666667,-6.356838,-18.6813187777778,8.59744966666666,-32.2404366666667,-8.65209433333334,-30.843959,-23.6945966666667,-27.2734173333333,1.34575590476191,15.539452,-23.349436,-20.9742346666667,-30.2737515555556,-12.0772946666667,12.600644
2097,A,B,5097,AB,97,97.01,.266666666666667,.0277777777777778,26.6666666666667,2.77777777777778,23.8888888888889,23.8888888888889,7,5,6,6,4,6,6,4,5,5,3,2,4,1,1,4.33333333333333,3,6,5,5,6,2,2,5,4,5,6,6,4,3,5,2,3,6,4,6,4,2,2,4,5,4,5,5,4,4,4,4,4,1,1,21,5,99,1,99,5,3,human physiology,2,3.4,-14.3897993333333,-14.799636,-39.73133,-22.3320850512821,11.4905886666667,-33.1854041794872,-5.11904766666667,-10.341597,-27.4286583333333,5.28233166666666,17.5956288888889,-21.5846993333333,-.176836999999999,-43.856838,-7.57020766666667,11.930783,-2.24043666666667,12.181239,-28.0661812222222,-29.2501522222222,-28.6623062222222,6.10766066666666,3.039452,9.98389733333335,-16.807568,8.61513733333334,-20.410628,4.26731066666666,-1,30,1,0,1,0,4,3,0,1,2.7,8.943534,-23.1329693333333,-23.0646633333333,-10.7936235128205,22.6016997777778,-28.057199051282,-38.452381,-8.67493033333333,-49.6508805555556,-7.21766833333334,-10.1821488888889,-24.3624771111111,-14.7601703333333,-39.6901713333333,17.4297923333333,23.5974496666667,4.42623,5.931239,-30.843959,-32.02793,-31.440084,27.5362320952381,15.539452,14.150564,-41.807568,8.61513733333334,-3.74396133333335,4.26731066666666
4093,C,D,7093,CD,93,93.06,.266666666666667,.0277777777777778,26.6666666666667,2.77777777777778,23.8888888888889,23.8888888888889,6,7,6,6,6,6,6,6,6,6,6,3,5,2,2,5.26666666666667,3,6,6,6,5,2,2,6,6,2,6,6,6,5,4,2,2,6,6,6,6,3,2,6,6,5,6,5,5,6,5,5,5,1,1,18,5,99,1,99,4,1,pre Journalism currently. Journalism eventually,1,3.67,-24.3897993333333,-27.299636,-39.73133,-30.0243927435897,15.6572553333333,-15.2366862307692,1.547619,-15.341597,-42.7064361111111,-15.5510016666667,-1.84881555555555,-43.8069215555555,-21.0101703333333,-23.0235046666667,-2.01465211111111,20.2641163333333,4.42623,1.76457233333334,-19.7328478888889,-23.6945966666667,-21.7178617777778,22.7743273333333,15.539452,-2.51610266666665,-12.6409013333333,-2.49597377777779,12.9227053333333,4.26731066666666,-1,20,5,0,1,0,3,3,0,3,2.06,18.943534,26.8670306666667,-10.5646633333333,12.2832995641026,-10.7316335555556,11.6863906923077,-.119047666666667,16.3250696666667,-5.20643611111111,-44.7176683333333,-24.0710377777778,-29.9180326666667,-31.426837,10.3098286666667,-2.01465211111111,-21.4025503333333,-38.9071033333333,-.318761000000002,-11.3995145555556,-20.9168188888889,-16.1623062222222,8.48861304761905,-1.12721466666666,-2.51610266666665,-.140901333333332,-24.718196,-3.74396133333335,-4.06602266666665
4095,B,D,6095,BD,95,95.05,.266666666666667,.0277777777777778,26.6666666666667,2.77777777777778,23.8888888888889,23.8888888888889,6,6,6,6,6,6,6,6,6,6,5,4,5,2,1,5.13333333333333,3,6,6,6,4,2,2,6,6,5,6,6,6,3,3,2,4,5,5,5,6,2,5,6,6,6,5,6,6,2,6,1,5,1,1,18,5,99,1,99,4,1,Human Physiology,2,3,2.27686733333334,-2.299636,-2.23133,-.537213256410254,10.1016997777778,-11.3905323846154,-10.1190476666667,-15.341597,-12.1508805555556,-11.384335,23.1511844444445,-4.91803266666666,3.98982966666667,-14.6901713333333,-7.57020766666667,11.930783,-5.57377,8.01457233333334,-30.843959,-26.4723744444444,-28.6623062222222,8.48861304761905,7.20611866666665,5.81723066666666,8.192432,-2.49597377777779,-3.74396133333335,4.26731066666666,1,19,5,0,1,0,4,1,0,3,3.5,25.6102006666667,18.5336973333333,22.76867,22.5397098205128,-14.8983002222222,.147929153846157,6.547619,24.658403,11.4602305555555,-7.21766833333334,17.5956288888889,3.41530066666666,6.073163,-18.856838,-13.1257632222222,-31.4025503333333,-52.2404366666667,-21.1520943333333,21.9338187777778,23.5276255555556,22.7265826666667,-5.79710123809524,-21.960548,-6.68276933333334,41.5257653333333,3.05958177777778,-12.0772946666667,-4.06602266666665
2037,D,B,8037,BD,37,37.05,.24,0,24,0,24,24,6,6,6,6,6,6,6,5,5,5,6,2,6,2,1,4.93333333333333,3,6,6,6,6,2,2,5,5,2,6,6,6,2,6,2,3,6,6,6,7,7,1,1,1,6,7,4,4,7,7,7,6,1,1,18,5,99,1,99,5,1,undeclared,3,3,5.61020066666666,-14.799636,-18.8979966666667,-8.22952094871795,25.3794775555555,-24.2110452051282,-33.452381,1.32506966666667,-19.095325,-19.7176683333333,-21.29326,-52.1402548888889,-32.4685036666667,10.3098286666667,-2.01465211111111,15.2641163333333,-5.57377,-2.40209433333334,-28.0661812222222,1.30540333333333,-13.3845284444444,29.9171844761905,7.20611866666665,14.150564,20.692432,-13.6070848888889,21.2560386666667,12.600644,-1,18,1,0,1,0,3,1,0,2,2.3,15.6102006666667,-23.1329693333333,-23.0646633333333,-5.43231815151515,-1.00941133333335,-38.3136093076923,-28.452381,9.10284744444444,-39.9286583333333,-57.2176683333333,3.70674,-49.3624771111111,-31.426837,-43.856838,-65.903541,-20.8469947777778,-48.9071033333333,-12.818761,-24.1772923333333,-15.3612633333333,-19.3188718787879,29.9171844761905,-38.6272146666667,-15.0161026666667,-12.6409013333333,-2.49597377777779,4.589372,-4.06602266666665
4026,C,D,7026,CD,26,26.06,.24,0,24,0,24,24,6,6,6,6,6,6,6,3,4,4,5,4,4,1,1,4.53333333333333,3,4,4,4,4,3,2,4,4,2,5,5,4,3,6,4,3,6,6,3,3,2,2,5,4,3,5,4,4,4,4,2,4,1,-1,21,2,99,2,4 months,5,3,economics,1,3.42,-7.72313266666667,-6.46630266666667,-14.73133,-9.51157223076923,-14.8983002222222,3.994083,9.88095233333333,14.658403,-7.9842138888889,-19.7176683333333,-4.62659333333333,-10.4735882222222,-10.5935036666667,6.143162,-10.3479854444444,-6.40255033333332,-22.2404366666667,-8.65209433333334,-16.9550701111111,-9.80570777777778,-13.3845284444444,-1.03519647619047,-26.1272146666667,1.650564,16.5257653333333,8.61513733333334,-12.0772946666667,-4.06602266666665,1,31,5,0,1,0,5,6,0,3,4.21,-4.38979933333333,-10.6329693333333,-27.23133,-13.3577260769231,18.4350331111111,-34.4674554615385,-18.452381,-15.341597,-34.3731027777778,1.11566500000001,23.1511844444445,6.19307844444446,11.2814963333333,-39.6901713333333,-2.01465211111111,13.5974496666667,-2.24043666666667,-8.65209433333334,-14.1772923333333,-12.5834855555556,-13.3845284444444,-3.41614885714286,15.539452,22.4838973333333,-4.307568,3.05958177777778,-20.410628,12.600644
4040,A,D,5040,AD,40,40.03,.24,0,24,0,24,24,5,4,6,6,4,5,6,4,5,4,4,4,4,4,3,4.53333333333333,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,2,5,2,3,5,2,6,3,5,4,6,3,4,5,1,1,19,5,99,1,99,4,1,undeclared,2,3.35,5.61020066666666,10.200364,-2.23133,4.59099187179488,-1.00941133333335,-13.9546349487179,-8.452381,4.658403,8.68245277777778,-23.884335,-7.4043711111111,-21.5846993333333,-16.8435036666667,-2.19017133333333,-29.7924298888889,-4.73588366666667,-28.9071033333333,-10.7354276666667,10.8227076666667,4.08318111111111,7.44880488888889,-12.9399583809524,-5.29388133333335,-2.51610266666665,8.192432,-8.05152933333335,-3.74396133333335,-4.06602266666665,-1,23,5,0,1,0,3,4,0,1,3.5,28.943534,-31.4663026666667,43.6020033333333,14.8474021282051,26.7683664444445,-22.9289939230769,1.547619,-12.0082636666667,-44.095325,-23.884335,-29.6265933333333,-35.4735882222222,-30.3851703333333,1.97649533333333,-13.1257632222222,23.5974496666667,11.0928966666667,12.181239,-30.843959,-32.02793,-31.440084,15.6314701904762,15.539452,9.98389733333335,-16.807568,19.7262484444445,-3.74396133333335,12.600644
4054,B,D,6054,BD,54,54.05,.24,0,24,0,24,24,6,5,6,5,4,6,6,5,3,4,5,2,4,2,2,4.33333333333333,3,6,4,4,5,3,3,6,5,5,4,5,6,5,6,3,3,3,2,2,2,2,5,5,4,6,2,5,6,2,5,2,2,1,1,20,5,99,1,99,3,3,Chinese,1,3.56,-24.3897993333333,-14.799636,-35.5646633333333,-24.8961876153846,-6.5649668888889,-1.13412212820512,6.547619,6.32506966666667,-5.20643611111111,-11.384335,6.48451777777778,-13.251366,-5.38517033333333,-2.19017133333333,-15.903541,-6.40255033333332,-8.90710333333333,-4.48542766666667,-.288403444444448,-15.3612633333333,-7.82897288888888,-5.79710123809524,3.039452,-10.849436,-.140901333333332,-19.1626404444444,-3.74396133333335,-4.06602266666665,-1,20,6,0,2,0,5,2,0,1,3.89,18.943534,-6.46630266666667,1.93533666666667,5.87304315384615,12.8794775555555,-8.82642982051281,-5.11904766666667,-2.00826366666667,-12.1508805555556,-7.21766833333334,3.70674,-16.0291437777778,-6.426837,-23.0235046666667,-2.01465211111111,5.26411633333335,-5.57377,14.2645723333333,-16.9550701111111,-23.6945966666667,-20.3289728888889,-12.9399583809524,-9.460548,14.150564,24.8590986666667,14.1706928888889,12.9227053333333,4.26731066666666
4087,C,D,7087,CD,87,87.06,.24,0,24,0,24,24,5,4,5,4,4,6,6,4,3,4,3,2,3,2,2,3.8,3,5,4,3,4,2,2,4,5,2,6,5,4,3,6,2,3,4,4,3,3,2,2,4,4,3,6,4,4,4,4,4,4,1,1,19,5,99,1,99,5,1,psychology journalism,2,2.7,-11.056466,14.3670306666667,-27.23133,-8.22952094871795,5.93503311111111,-10.1084811025641,6.547619,-.341597,-12.1508805555556,-23.884335,-1.84881555555555,-35.4735882222222,-19.9685036666667,-18.856838,-13.1257632222222,-6.40255033333332,-12.2404366666667,-.318761000000002,-25.2884034444444,-29.2501522222222,-27.2734173333333,13.2505178095238,-9.460548,-6.68276933333334,-.140901333333332,3.05958177777778,-20.410628,-12.399356,1,19,5,0,1,0,3,1,0,3,4.21,12.2768673333333,-31.4663026666667,-6.39799666666667,-6.94746966666667,5.93503311111111,-12.6725836666667,-5.11904766666667,22.9917363333333,22.5713416666667,-15.5510016666667,14.8178511111111,6.19307844444446,3.98982966666667,-14.6901713333333,-24.2368743333333,-19.7358836666667,-22.2404366666667,-19.068761,27.4893743333333,26.3054033333333,26.8932493333333,-31.9875774285714,3.039452,5.81723066666666,37.3590986666667,3.05958177777778,-12.0772946666667,-12.399356
3097,B,C,6097,BC,97,97.04,.270833333333333,.0277777777777778,27.0833333333333,2.77777777777778,24.3055555555556,24.3055555555556,6,6,6,7,6,6,6,6,6,6,3,2,5,2,2,5,3,6,5,6,5,2,2,6,6,5,6,6,6,2,6,2,2,6,6,5,6,2,2,5,5,3,5,6,5,4,5,2,3,1,1,19,3,99,1,99,4,1,business,2,3,2.27686733333334,-10.6329693333333,-14.73133,-6.94746966666667,-1.00941133333335,-20.3648913589744,-5.11904766666667,-13.6749303333333,-14.9286583333333,-7.21766833333334,-1.84881555555555,-4.91803266666666,-4.34350366666666,-18.856838,-4.7924298888889,1.93078300000001,-2.24043666666667,-10.7354276666667,2.48937433333333,-32.02793,-14.7734173333333,13.2505178095238,7.20611866666665,1.650564,-.140901333333332,8.61513733333334,-20.410628,4.26731066666666,1,21,5,0,1,0,5,3,0,2,3.4,-14.3897993333333,-14.799636,-39.73133,-22.3320850512821,11.4905886666667,-33.1854041794872,-5.11904766666667,-10.341597,-27.4286583333333,5.28233166666666,17.5956288888889,-21.5846993333333,-.176836999999999,-43.856838,-7.57020766666667,11.930783,-2.24043666666667,12.181239,-28.0661812222222,-29.2501522222222,-28.6623062222222,6.10766066666666,3.039452,9.98389733333335,-16.807568,8.61513733333334,-20.410628,4.26731066666666
2110,A,B,5110,AB,110,110.01,.3,.0555555555555556,30,5.55555555555556,24.4444444444444,24.4444444444444,6,5,6,4,5,6,6,4,3,4,2,2,3,2,2,4,3,6,5,4,3,2,2,6,5,5,6,6,6,5,5,2,5,6,6,6,4,1,1,7,6,2,6,6,6,2,6,2,2,1,-1,24,5,99,1,99,5,6,psychology,3,2.3,15.6102006666667,-10.6329693333333,1.93533666666667,3.30894058974359,-1.00941133333335,-6.26232725641025,-13.452381,1.32506966666667,-23.2619916666667,-11.384335,.928962222222232,8.97085622222222,.864829666666665,-6.356838,-15.903541,-11.4025503333333,-45.57377,5.931239,-5.843959,12.4165144444444,3.28213822222223,-3.41614885714286,11.3727853333333,-2.51610266666665,16.5257653333333,-13.6070848888889,12.9227053333333,4.26731066666666,-1,20,1,0,1,0,5,2,0,1,2.9,15.6102006666667,-27.299636,6.10200333333333,-.537213256410254,23.9905886666667,-13.9546349487179,-28.452381,-7.00826366666667,-46.8731027777778,-36.384335,-35.1821488888889,-63.251366,-46.0101703333333,10.3098286666667,-2.01465211111111,16.930783,11.0928966666667,1.76457233333334,-30.843959,-32.02793,-31.440084,20.393374952381,3.039452,1.650564,-41.807568,8.61513733333334,4.589372,4.26731066666666
